1,1,0,0.09,0
2,1,50,0.09,0
3,1,200,0.21,0
4,1,250,3.078,0
5,1,300,3.048,-1.813
6,1,450,0.875,-2.37
7,1,600,2.988,0
8,1,650,2.868,0
9,1,700,2.688,-0.15
10,1,750,2.688,-0.15
11,1,800,2.688,-0.15
12,1,850,0.875,-0.18
13,1,900,0.875,-0.21
14,1,950,0.875,-0.24
15,1,1000,0.875,-0.3
16,1,1050,0.875,-0.42
17,1,1100,0.875,-0.57
18,1,1150,0.875,-1.08
19,1,1200,0.875,-1.56
20,1,1250,2.231,-1.813
21,1,1300,2.231,-1.813
22,1,1350,0.875,-2.04
23,1,1400,0.875,-2.16
24,1,1450,0.875,-2.28
25,1,1500,0.875,-2.37
26,1,1550,0.875,-2.46
27,1,1600,0.875,-2.52
28,1,1650,1.175,-3.625
29,1,1700,0.875,-3.27
30,1,1750,1.085,-3.625
31,1,1800,0.875,-2.4
32,1,1850,1.781,-1.974
33,1,1900,0.875,-2.34
34,1,1950,1.781,-1.974
35,1,2000,0.875,-2.37
36,1,2050,0.875,-3.48
37,1,2100,0.875,-3.48
38,1,2150,0.875,-2.4
39,1,2200,1.025,-3.625
40,1,2350,1.781,-2.004
41,1,2450,0.875,-2.4
42,1,2500,1.781,-1.974
43,1,2550,0.875,-2.1
44,1,2650,0.875,-0.93
45,1,2700,0.875,-0.03
46,1,2750,1.781,0.096
47,1,2800,1.781,0.186
48,1,2850,1.781,0.276
49,1,2900,1.781,0.306
50,1,2950,1.781,0.396
51,1,3000,1.781,0.486
52,1,3050,2.231,0.906
53,1,3100,2.688,1.849
54,1,3150,2.688,2.029
55,1,3200,2.688,2.329
56,1,3250,2.411,2.719
57,1,3300,2.261,2.719
58,1,3350,2.081,2.719
59,1,3400,1.781,2.509
60,1,3450,1.781,2.509
61,1,3500,1.781,2.509
62,1,3550,1.781,2.509
63,1,3600,1.781,2.479
64,1,3650,1.781,2.449
65,1,3700,1.781,2.479
66,1,3750,1.781,2.509
67,1,3800,1.781,2.509
68,1,3850,1.781,2.539
69,1,3900,1.781,2.539
70,1,3950,1.781,2.509
71,1,4000,1.781,2.479
72,1,4050,2.231,2.719
73,1,4100,0.875,3.109
74,1,4150,2.501,2.719
75,1,4200,2.255,3.625
76,1,4250,0.875,3.469
77,1,4300,0.875,3.439
78,1,4350,2.195,3.625
79,1,4400,2.471,2.719
80,1,4450,2.105,3.625
81,1,4500,1.781,2.089
82,1,4550,2.165,3.625
83,1,4600,2.435,3.625
84,1,4650,2.688,2.689
85,1,4700,3.125,3.625
86,1,4750,3.594,3.295
87,1,4800,3.594,2.515
88,1,4850,3.594,2.485
89,1,4900,3.594,2.335
90,1,4950,3.594,2.155
91,1,5000,3.594,1.915
92,1,5050,3.594,1.825
93,1,5100,3.594,1.375
94,1,5150,4.068,0
95,1,5200,4.068,0
96,1,5250,4.038,0
97,1,5300,4.158,0
98,1,5350,4.308,0
99,1,5400,4.458,0
100,1,5450,4.5,0
101,1,5500,4.5,0
102,1,5550,4.5,0
103,1,5600,4.5,0.025
104,1,5650,4.5,0.145
105,1,5700,4.5,0.265
106,1,5750,4.5,0.355
107,1,5800,4.5,0.385
108,1,5850,4.5,1.045
109,1,5900,4.5,1.735
110,1,5950,4.5,1.975
111,1,6000,4.5,2.305
112,1,6050,4.68,2.719
113,1,6100,4.77,2.719
114,1,6150,4.89,2.719
115,1,6200,5.04,2.719
116,1,6250,5.04,2.719
117,1,6300,5.85,2.719
118,1,6350,5.1,2.719
119,1,6400,5.1,2.719
120,1,6450,5.37,2.719
121,1,6500,5.88,2.719
122,1,6550,6.3,2.719
123,1,6600,6.57,2.719
124,1,6650,6.81,2.719
125,1,6700,7.59,2.719
126,1,6750,7.71,2.719
127,1,6800,7.83,2.719
128,1,6850,7.92,2.719
129,1,6900,8.124,2.479
130,1,6950,8.124,2.449
131,1,7000,8.124,2.449
132,1,7050,8.124,2.449
133,1,7100,8.124,2.449
134,1,7150,8.124,2.449
135,1,7200,8.124,2.449
136,1,7250,8.124,2.449
137,1,7300,8.124,2.449
138,1,7350,8.124,2.449
139,1,7400,8.124,2.479
140,1,7450,8.124,2.479
141,1,7500,8.124,2.509
142,1,7550,8.124,2.329
143,1,7600,8.124,1.699
144,1,7650,8.124,1.099
145,1,7700,8.124,-0.161
146,1,7750,8.124,-0.341
147,1,7800,8.124,-0.521
148,1,7850,8.124,-0.641
149,1,7900,8.124,-0.551
150,1,7950,8.124,-0.671
151,1,8000,8.058,-0.906
152,1,8050,7.968,-0.906
153,1,8100,7.878,-0.906
154,1,8150,7.758,-0.906
155,1,8200,7.608,-0.906
156,1,8250,7.218,-1.236
157,1,8300,7.218,-1.266
158,1,8350,7.218,-1.326
159,1,8400,7.218,-1.386
160,1,8450,7.218,-1.446
161,1,8500,7.218,-1.506
162,1,8550,7.218,-1.626
163,1,8600,7.218,-1.716
164,1,8650,7.218,-1.806
165,1,8700,7.218,-1.813
166,1,8750,7.518,-1.813
167,1,8800,7.788,-1.813
168,1,8850,7.908,-1.813
169,1,8900,8.124,-1.933
170,1,8950,8.124,-1.933
171,1,9000,8.124,-1.963
172,1,9050,8.124,-2.113
173,1,9100,8.124,-2.203
174,1,9150,8.124,-2.233
175,1,9200,8.124,-3.583
176,1,9250,8.154,-3.625
177,1,9300,8.154,-3.625
178,1,9350,8.244,-3.625
179,1,9400,8.364,-3.625
180,1,9450,8.484,-3.625
181,1,9500,8.634,-3.625
182,1,9550,8.784,-3.625
183,1,9600,9.942,-3.625
184,1,9650,9.48,-1.813
185,1,9700,9.03,-2.256
186,1,9750,9.03,-2.406
187,1,9800,9.03,-2.556
188,1,9850,9.03,-3.216
189,1,9900,9.03,-3.216
190,1,9950,9.03,-2.436
191,1,10000,9.03,-2.226
192,1,10050,9.42,-1.813
193,1,10100,9.03,-1.656
194,1,10150,9.03,-1.416
195,1,10200,9.03,-1.356
196,1,10250,9.03,-1.356
197,1,10300,9.03,-1.386
198,1,10350,9.03,-1.356
199,1,10400,9.03,-1.326
200,1,10450,9.03,-1.236
201,1,10500,9.03,-1.206
202,1,10550,9.96,-0.906
203,1,10600,10.05,-0.906
204,1,10650,10.14,-0.906
205,1,10700,10.35,-0.906
206,1,10750,11.748,-1.35
207,1,10800,11.748,-1.35
208,1,10850,11.748,-1.35
209,1,10900,11.748,-1.32
210,1,10950,11.748,-1.32
211,1,11000,11.748,-1.32
212,1,11050,11.748,-1.32
213,1,11100,11.748,-1.32
214,1,11150,11.748,-1.32
215,1,11200,11.748,-1.32
216,1,11250,11.748,-1.32
217,1,11300,11.748,-1.32
218,1,11350,11.748,-1.32
219,1,11400,11.748,-1.32
220,1,11450,11.748,-1.32
221,1,11500,11.748,-1.29
222,1,11550,11.748,-1.02
223,1,11600,11.7,-0.906
224,1,11650,11.748,-0.42
225,1,11700,11.748,-0.3
226,1,11750,12.078,0
227,1,11800,9.81,0
228,1,11850,9.69,0
229,1,11900,12.438,0
230,1,11950,12.558,0
231,1,12000,0,0
232,1,12050,0,0
233,1,12100,0,0
234,1,12150,0,0
235,1,12200,0,0
236,1,12250,0,0
237,1,12300,0,0
238,1,12350,0,0
239,1,12400,0,0
240,1,12450,0,0
241,1,12500,0,0
242,1,12550,0,0
243,1,12600,0,0
244,1,12650,0,0
245,1,12700,0,0
246,1,12750,0,0
247,1,12800,0,0
248,1,12850,0,0
249,1,12900,0,0
250,1,12950,0,0
251,2,0,0.24,0
